ID,SQ,SG,sex,group,BM,BH,SH,CA,dAPHV,APHV,0-10m,10-30m,0-30m,30-60m,0-60m,FOST,TH,CMJ,DJ,12MR,FJT,SUs,SUb
288,LK,0,f,J,49.9,167.8,86.6,14.08,2,12.07,1.88,2.61,4.49,3.72,8.25,10.05,7.84,38.3,,2510,13.4,,
288,LK,0,f,J,52.9,171.7,88.5,15.15,2.85,12.3,1.79,2.55,4.32,3.66,8,10.1,7.98,40.2,,2550,14.75,2,
289,NK1,3,f,J,57,163.8,86.9,15.65,2.78,12.87,1.85,2.35,4.21,3.34,7.55,11.75,8.73,48.2,2.26,,15.84,7,
291,NK1,3,f,J,54.9,171.8,91.4,15.46,3.19,12.26,1.94,2.57,4.51,3.66,8.19,11.82,,39.1,1.74,,15.3,4,
292,NK1,3,m,J,69.85,189,99.2,15.68,2.91,12.77,,,4,3.14,7.14,17.08,,54.4,3.04,,,,17
292,NK1,3,m,J,70.9,189.5,98.2,16.02,2.97,13.05,,,3.93,3.18,7.11,,,58.5,2.56,,,,23
294,NK2,0,m,J,68.9,175.6,90.8,16.83,2.4,14.43,1.611,2.227,3.838,3.055,6.893,15.02,,60.9,2.66,,19,,
294,NK2,0,m,J,60.8,174,90,14.81,1.16,13.65,1.63,2.35,3.98,3.24,7.22,12.96,9.98,52.1,1.92,2970,17.3,15,
300,LK,0,m,J,62.9,185,91,14.54,1.13,13.4,1.75,2.36,4.11,3.36,7.47,13.96,10.56,52.8,1.85,3048,16.84,,
300,LK,0,m,J,69.9,186,94,15.48,2.1,13.38,1.59,2.19,3.84,3.13,6.99,16.44,11.23,61.1,2.24,3010,18.9,20,
301,LK,0,f,J,58.4,174,88.5,14.87,2.8,12.06,1.83,2.69,4.52,3.92,8.44,10.33,7.73,39.7,1.24,2290,,,
301,LK,0,f,J,60,176,92,15.81,3.59,12.21,1.74,2.55,4.3,3.59,7.89,11.2,8.18,37.6,1.58,2400,14.7,,
303,NK2,0,f,J,51.6,166,85,14.23,1.96,12.27,1.79,2.58,4.37,3.72,8.09,12.76,9.04,43.5,1.63,2490,15.43,,
303,NK2,0,f,J,50.2,168,86,15.17,2.58,12.59,1.75,2.48,4.24,3.5,7.74,12.4,9.18,49,1.85,2680,16.45,2,
304,NK2,2,m,J,78.6,191.1,100.7,15.82,3.29,12.53,,,4.02,3.27,7.29,15.71,,59,2.03,,,,15
304,NK2,2,m,J,78.9,193,102.1,16.71,4,12.71,1.61,2.28,3.89,3.13,7.03,16.19,8.61,,2.28,,17.94,,13
305,NK1,3,m,J,75.3,188,97.3,16.07,2.93,13.14,1.6,2.42,4.02,3.36,7.38,14.74,8.44,,1.9,,18.12,,2
305,NK1,3,m,J,81,193,99,17.1,3.79,13.31,1.81,2.4,4.21,3.36,7.59,14.55,10.65,58.4,1.92,2890,18.82,8,
307,NK2,2,m,J,57.7,175.8,93.3,15.86,2.1,13.76,,,4.11,3.27,7.38,14.46,,51.5,2.43,,,,25
307,NK2,2,m,J,56.2,176,92.5,16.2,2.15,14.05,,,4.07,3.21,7.28,14.32,,51.6,2.02,,,,29
309,PK,4,f,J,64,166.5,87.4,16.73,3.49,13.24,1.74,2.47,4.21,3.49,7.72,11.25,7.06,,1.93,,15.54,,10
309,PK,4,f,J,64.7,168,89,17.76,4.18,13.59,1.71,2.38,4.09,3.37,7.46,14.58,10.2,49.9,1.82,2250,16.7,19,15
311,LK,1,f,J,54.4,169,87.9,16.13,3.27,12.86,1.83,2.43,4.3,3.44,7.77,11.47,7.05,,2.02,,14.47,,5
311,LK,1,f,J,60.8,170,88,17.17,3.88,13.29,1.79,2.5,4.3,3.57,7.88,12.37,9.28,42.8,1.85,2380,15.35,11,4
312,LK,1,m,J,59.5,170,88.6,15.71,1.44,14.27,1.75,2.32,4.07,3.18,7.25,14.4,7.81,,2.25,,17.88,,15
312,LK,1,m,J,63.6,171,91,16.74,2.36,14.39,1.62,2.2,3.83,3.11,6.94,14.77,10.79,61.6,2.28,2950,18.2,13,6
315,NK1,3,m,J,69.3,192.3,100.3,15.34,2.85,12.5,,,4.19,3.39,7.58,12.4,,52,1.95,,,,1
315,NK1,3,m,J,73.4,193,101,16.23,3.5,12.73,1.64,2.29,3.97,3.27,7.24,13.73,7.75,,2.14,,17.4,,6
316,LK,1,f,J,57.2,160,84.5,16.13,2.77,13.37,1.7,2.42,4.12,3.42,7.54,11.3,6.61,,1.98,,14.74,,3
316,LK,1,f,J,56.7,160,85,17.17,3.32,13.85,1.81,2.52,4.35,3.62,7.97,11.11,8.88,39.8,1.64,,15,3,1
318,PK,4,f,J,50.3,165.7,88.1,14.9,2.47,12.44,1.76,2.53,4.29,3.68,7.97,10.56,6.75,,2.26,,13.78,,6
318,PK,4,f,J,53.4,165.3,89,16.91,3.62,13.3,1.82,2.67,4.49,3.9,8.39,11.08,8.69,36.8,2.05,,,12,1
318,PK,4,f,J,53,166,88,15.94,3.05,12.88,1.72,2.69,4.44,3.95,8.39,10.92,8.85,34,1.83,2350,14.8,15,3
322,LK,0,m,J,53.7,171,87.5,13.89,0.3,13.59,1.68,2.34,4.02,3.33,7.36,11.29,7.24,,1.63,,16.31,,6
322,LK,0,m,J,59.5,174,90,14.93,1.2,13.72,1.69,2.39,4.12,3.38,7.5,11.46,9.77,50.5,1.67,2690,15.18,8,
323,LK,0,m,J,58.65,178,95,15.6,2.2,13.4,1.63,2.38,4.07,3.37,7.49,12.59,9.47,47,1.49,2810,16.2,20,13
323,LK,0,m,J,63,178,96,16,2.61,13.39,1.62,2.39,4.03,3.38,7.46,12.92,9.82,53.2,1.85,2820,16.09,18,14
324,LK,1,f,J,53,167,88.1,14.96,2.56,12.4,1.75,2.51,4.26,3.57,7.84,11.15,6.69,,1.92,,14.91,,10
324,LK,1,f,J,58.05,166.7,87,16.97,3.59,13.38,1.78,2.55,4.33,3.65,8.01,11.33,9.1,41.7,1.95,2270,15.7,15,3
326,NK1,3,f,J,49.1,171.8,88,15.7,3.13,12.57,,,,,,,,,,,,,
326,NK1,3,f,J,52.8,172,90.4,16.58,3.78,12.8,1.92,2.48,4.4,3.38,7.78,10.57,6.7,,1.84,,15.1,,6
327,LK,0,m,J,67.1,184,96,15.75,2.49,13.26,1.79,2.55,4.34,3.62,7.96,12.59,9.03,43.4,1.03,,15.98,10,
327,LK,0,m,J,72.1,185.5,95,16.73,2.93,13.8,1.72,2.5,4.22,3.54,7.76,13.78,9.53,46.4,1.39,2710,15.78,12,3
332,LK,0,f,J,51.8,166,87,16.63,3.37,13.26,1.72,2.56,4.28,3.66,7.94,11.39,9.37,44.7,2.02,2710,16.5,12,
332,LK,0,f,J,51.1,166,88,16.07,3.12,12.95,1.75,2.5,4.25,3.55,7.82,12.13,9.48,44.4,2.12,2720,16.41,4,
332,LK,0,f,J,50.2,166,86,15.59,2.74,12.85,1.85,2.47,4.32,3.52,7.86,11.84,9.48,44,2.09,2630,16.34,8,2
337,NK1,3,m,J,78.8,180,93.1,16.45,2.63,13.82,1.76,2.32,4.08,3.2,7.3,15.16,7.77,,1.71,,15.76,,12
337,NK1,3,m,J,78.1,181,92,17.48,2.99,14.49,1.76,2.31,4.07,3.21,7.3,16.97,9.95,56,1.91,,10.04,,16
343,LK,1,f,J,63.1,178,91.9,15.05,3.25,11.81,1.87,2.7,4.57,3.94,8.51,12.13,5.81,,1.16,,11.6,,10
343,LK,1,f,J,69.15,180,95.5,17.07,4.65,12.41,1.97,2.8,4.77,4.13,8.9,12.19,7.22,33.4,1.15,2085,11.05,10,2
343,LK,1,f,J,66.2,180,94,16.09,4.02,12.07,1.84,2.76,4.6,4.09,8.69,12.84,8.05,33.4,0.94,,12.55,14,5
345,NK1,3,f,J,62.5,176,94,16.45,4.07,12.38,1.8,2.6,4.4,3.7,8.1,11.27,,38.9,1.3,,,4,1
346,LK,0,m,J,65.8,185,96,14.41,1.75,12.67,1.72,2.49,4.24,3.56,7.81,13.1,9.26,52.8,1.7,2620,15.7,5,
346,LK,0,m,J,68.65,188.5,97,15.39,2.43,12.96,1.69,2.34,4.04,3.35,7.39,15.28,10.09,47.6,1.87,2590,16.52,14,1
347,LK,0,m,J,65.7,180.5,88.5,15.73,1.44,14.29,1.8,2.46,4.26,3.43,7.69,11.95,9.64,43.6,1.9,2655,16.99,9,4
347,LK,0,m,J,71.3,182,93,16.19,2.37,13.82,1.67,2.43,4.11,3.38,7.49,13.68,9.92,50.7,2.05,2750,16.59,12,1
348,LK,1,f,J,57.7,165.4,89.1,14.96,2.59,12.37,1.95,2.76,4.71,4.01,8.72,10.13,5.68,,1.77,,13.11,,16
348,LK,1,f,J,62.3,169,91,16.97,3.92,13.05,1.81,2.76,4.57,4.04,8.61,11.35,7.95,38.4,1.97,2085,13.4,16,6
349,LK,1,f,J,62.3,168.4,89.5,15.09,2.81,12.28,1.82,2.57,4.39,3.75,8.14,10.52,6.75,,1.46,,14.6,,
349,LK,1,f,J,66,178.8,89,17.1,4.24,12.86,1.9,2.63,4.53,3.85,8.38,11,9.05,34.7,1.53,2010,15.4,4,1
351,LK,0,f,J,50.5,171,91,15.06,2.9,12.16,2,2.95,4.95,4.42,9.37,8.87,7.1,,1.43,,13.2,14,
351,LK,0,f,J,51.7,171,91,14.6,2.64,11.96,1.86,2.85,4.74,4.16,8.9,9.06,8.15,29.2,1.49,2380,12.4,16,3
352,LK,0,f,J,59.8,172.6,89.2,13.89,2.27,11.62,1.86,2.73,4.6,4.03,8.63,12.06,6.28,,1.33,,13.58,,4
352,LK,0,f,J,69.75,177,92,15.39,3.42,11.97,1.86,2.66,4.52,3.91,8.43,10.13,8.75,,,,15.6,6,
353,LK,0,f,J,69.7,182,96,15.42,3.83,11.59,1.84,2.68,4.52,3.91,8.43,13.28,7.64,36.7,1.54,2200,13.68,13,1
353,LK,0,f,J,62.1,181,96,13.98,2.95,11.04,1.79,2.7,4.49,3.94,8.43,12.22,7.75,39.1,1.4,2320,13.7,15,4
353,LK,0,f,J,56.65,182,96,14.45,3.23,11.22,1.91,2.65,4.58,3.87,8.45,12.2,7.8,,,,14.3,13,
356,LK,0,f,J,69.1,181.5,92,15.12,3.43,11.69,1.84,2.58,4.43,3.78,8.21,13,8.68,38.4,2.02,2260,16.15,7,1
356,LK,0,f,J,72,182,96,16.09,4.21,11.88,1.79,2.62,4.41,3.75,8.2,13.28,8.86,38.6,1.61,2470,15.68,7,2
356,LK,0,f,J,74.3,183,96,17.13,4.82,12.31,1.75,2.65,4.4,3.82,8.28,13.34,9.08,37.5,1.91,2550,16.05,5,
357,LK,0,m,J,65.6,180,93,14.55,1.45,13.1,1.81,2.37,4.19,3.38,7.58,11.75,9.37,46.2,1.46,2650,16.52,8,
357,LK,0,m,J,72.4,183,95,15.53,2.31,13.22,1.68,2.36,4.03,3.29,7.32,14.29,9.8,50.5,1.61,2580,17,8,3
357,LK,0,m,J,74.4,183,96,15.99,2.72,13.27,1.67,2.37,4.04,3.3,7.37,13.87,10.1,56,1.83,2520,16.45,8,2
358,NK2,0,f,J,41.5,153.2,80,14.6,1.37,13.23,1.87,2.76,4.65,4.22,8.89,9.71,6.13,,2.27,,11.8,,35
358,NK2,0,f,J,48.1,159.5,83.2,15.67,2.38,13.29,1.85,2.74,4.67,4,8.73,10.9,7.35,40.1,1.74,2350,12.47,46,
359,LK,0,m,J,62.6,175,88,15.45,1.23,14.22,1.62,2.4,4.04,3.48,7.52,12.64,9.16,49.9,1.49,2930,16.9,,
359,LK,0,m,J,69.2,177,89,18.44,2.93,15.52,1.7,2.32,4.03,3.22,7.25,15.06,11.09,56.7,2.7,2970,18.61,7,2
363,LK,0,f,J,51.65,167,85,16.62,3.28,13.34,1.79,2.61,4.47,3.82,8.33,11.24,6.7,33.1,1.19,,13.2,10,2
363,LK,0,f,J,53.85,167,88,17.6,4,13.6,1.75,2.72,4.47,4.04,8.51,12.38,7.19,34.4,1.28,2170,13.46,15,1
364,LK,0,f,J,59.5,163.5,88,15.42,2.72,12.7,1.9,2.66,4.56,3.84,8.4,11.14,7.89,37.2,1.41,2085,13.25,13,2
364,LK,0,f,J,56,166,89,14.44,2.32,12.13,1.75,2.64,4.39,3.85,8.26,9.14,7.95,35.1,1.05,2250,13.55,12,2
365,LK,0,f,J,54.1,168,89,16.26,3.37,12.9,1.79,2.67,4.46,4.04,8.5,11.98,9.12,42,1.66,2500,14.61,7,
365,LK,0,f,J,56.9,167,88,15.31,2.77,12.54,1.72,2.59,4.34,3.72,8.07,12.21,9.4,44.9,2.02,2340,15.44,6,
365,LK,0,f,J,54.7,167,89,15.71,3.03,12.68,1.7,2.6,4.3,3.74,8.11,11.95,9.75,47.1,1.78,2540,15.65,5,
366,LK,0,f,J,53.8,173,92,14.48,2.71,11.77,1.91,2.65,4.56,3.94,8.5,11.5,7.95,37.8,1.46,,14.55,19,10
366,LK,0,f,J,58.7,176.6,91,15.46,3.36,12.1,1.91,2.73,4.64,3.98,8.62,12.12,8.24,36.4,1.41,,14.2,14,9
366,LK,0,f,J,72.1,178,96,17.47,4.82,12.65,1.99,2.72,4.71,4.09,8.8,12.85,8.62,42.7,1.5,2100,14.81,,
366,LK,0,f,J,67.55,178,95,16.44,4.2,12.24,1.92,2.64,4.57,3.89,8.46,13.4,8.81,44.1,1.68,2420,15.16,17,8
367,LK,0,m,J,61.3,178.5,87,14.92,0.8,14.11,1.81,2.58,4.39,3.7,8.09,12.02,8.67,47.6,1.52,2620,15.48,15,3
367,LK,0,m,J,63.7,181,93,15.38,1.86,13.52,1.68,2.43,4.11,3.54,7.65,12.92,9.13,46.8,1.33,,15.19,10,2
368,LK,0,f,J,58.7,173,92,15.96,3.57,12.39,,,,,,12.48,,45,2.32,2170,,15,
368,LK,0,f,J,58.25,172.3,88.5,14.99,2.81,12.18,1.79,2.53,4.32,3.66,7.98,12.65,9.48,44.3,1.37,2060,15.7,8,2
374,LK,0,m,J,45.4,157,77,14.51,-0.77,15.28,1.83,2.72,4.56,3.97,8.52,8.64,8.1,43.4,1.25,,13.34,17,5
374,LK,0,m,J,52.6,164,84,15.56,0.68,14.88,1.79,2.7,4.49,3.84,8.33,9.42,8.1,42.2,1.5,,14.75,13,16
376,LK,0,f,J,45.3,165,85,14.27,1.89,12.38,1.77,2.64,4.41,3.9,8.31,10.89,8.57,41.1,1.6,2210,14.6,8,2
376,LK,0,f,J,48.8,189,89,15.3,3.62,11.68,2.01,2.39,4.63,3.91,8.55,10.78,8.72,34.8,1.44,2470,14.36,9,
376,LK,0,f,J,47.5,167,88,14.75,2.4,12.35,1.77,2.59,4.36,3.86,8.27,11.25,8.94,42,1.76,2450,14.6,8,
377,LK,0,f,J,56,171,87,13.95,2.11,11.84,1.8,2.58,4.41,3.72,8.15,10.73,8.55,40.4,1.62,2390,14.85,15,3
377,LK,0,f,J,64.3,172,89,15.39,3.07,12.32,1.89,2.54,4.47,3.68,8.17,12.84,8.93,43,1.86,2240,15.4,9,
377,LK,0,f,J,59.4,171.2,88,14.93,2.72,12.21,1.9,2.55,4.45,3.73,8.19,11.76,8.95,41.1,1.92,2060,15.5,12,1
378,LK,0,f,J,64.8,180,93,14.05,2.82,11.23,1.75,2.75,4.55,4.09,8.64,11.3,7.3,29.3,0.89,2260,12.8,9,1
378,LK,0,f,J,71.41,177,95,15.03,3.39,11.64,1.77,2.75,4.53,4.15,8.68,11.24,7.9,32.4,1.1,2085,14.5,7,1
379,LK,0,f,J,55.4,169,85,14.28,2.12,12.16,1.81,2.56,4.37,3.76,8.15,11.3,6.87,39.5,1.29,2220,13.72,10,5
379,LK,0,f,J,57.8,170,87,14.76,2.53,12.23,1.81,2.54,4.37,3.72,8.09,12.19,7.48,43.8,1.6,2410,13.66,13,4
380,LK,0,f,J,51.4,167,84,14.23,1.94,12.29,1.93,2.71,4.64,4.03,8.67,9.8,7.95,38.2,1.26,,13.4,10,2
380,LK,0,f,J,54.5,171,88,15.21,2.84,12.37,1.79,2.62,4.41,3.94,8.35,11.91,8.16,41.5,1.56,2240,13.56,12,7
380,LK,0,f,J,56.8,172,89,15.69,3.2,12.48,1.8,2.59,4.39,3.83,8.22,11.87,8.35,44.1,1.55,2440,13.31,15,8
380,LK,0,f,J,57.8,173,90,16.24,3.61,12.63,1.82,2.68,4.52,3.97,8.49,11.09,8.39,43.1,1.29,2360,13.24,20,6
381,LK,0,m,J,63.9,174,91,15.15,1.51,13.64,1.73,2.47,4.2,3.52,7.72,12.1,8.59,42.5,1.97,2740,15.54,17,16
381,LK,0,m,J,59,171,86.5,14.17,0.39,13.78,1.78,2.54,4.32,3.58,7.93,10.8,8.69,43.7,1.71,2630,14.61,16,3
382,NK1,3,m,J,73.4,179,90,14.46,1.13,13.34,1.76,2.45,4.21,3.43,7.64,13.62,8.76,53.7,1.94,2865,15.2,22,8
382,NK1,3,m,J,84.3,183,96,16.48,3.11,13.36,1.59,2.34,3.93,3.28,7.22,16.96,9.65,57.5,1.95,2780,15.8,25,16
385,LK,0,m,J,53.3,172,88,13.85,0.34,13.51,1.67,2.38,4.05,3.43,7.48,12.17,9.77,52.1,2.24,2820,15.73,17,13
385,LK,0,m,J,58.8,176,90,14.88,1.16,13.72,1.74,2.32,4.06,3.32,7.38,13.32,10.15,57.5,2.18,2950,17.68,22,19
388,NK1,3,f,J,53,166.6,88.7,15.15,2.68,12.47,1.81,2.51,4.32,3.51,7.83,12.61,,39.1,1.51,,,,
388,NK1,3,f,J,47.7,163,87,14.06,1.83,12.23,1.68,2.51,4.19,3.51,7.71,11.22,8.35,33,1.73,2630,14.06,,18
389,NK2,0,m,J,61.8,183.2,94,15.68,2.12,13.56,1.676,2.263,3.94,3.257,7.196,,,49.7,1.93,,,,
389,NK2,0,m,J,56,182,92,14.59,1.22,13.38,1.59,2.31,3.91,3.2,7.11,10.75,10.39,48.9,1.95,2930,17.52,9,8
390,NK1,3,m,J,80.1,186,98.9,15.09,2.67,12.42,1.571,2.427,4,3.408,7.406,,,57.4,1.81,,17.43,,
390,NK1,3,m,J,73.6,183,97,14.01,1.75,12.26,1.66,2.37,4.07,3.38,7.45,12.95,9.33,49.7,1.71,2890,16.4,3,13
391,LK,0,m,J,74.9,179,96,13.69,1.47,12.21,1.71,2.44,4.17,3.24,7.42,13.6,6.81,,,2500,15.03,8,
392,LK,0,f,J,60.4,169,87,14.79,2.52,12.26,1.844,2.766,4.61,3.98,8.6,11.58,7.74,38,1.34,2250,12.58,8,5
398,NK1,3,m,J,70,187,101,13.56,1.92,11.64,1.68,2.48,4.16,3.58,7.74,13.91,7.82,45,1.25,1740,13.82,5,
399,LK,0,f,J,46,164,88,14.08,1.91,12.17,1.72,2.54,4.26,3.62,7.9,11.4,8.75,45.8,1.44,2680,14.15,,
402,NK2,0,f,J,60.4,174.5,93,15.08,3.19,11.89,1.72,2.62,4.37,3.88,8.25,11.37,7.69,38.4,2.9,2170,13.98,11,4
408,LK,0,f,J,68,169,90,13.31,1.96,11.35,,,,4.45,,8.92,5.42,,,,11.66,,
410,LK,1,f,J,64.4,182,94,18.56,5.51,13.05,1.81,2.62,4.43,3.75,8.18,11.25,9.07,42.58,1.8,2490,16.95,5,
411,LK,0,f,J,50.6,165,90,14.91,2.55,12.36,1.78,2.71,4.5,3.99,8.49,9.89,7.72,36.7,1.69,2355,14.01,,5
413,LK,0,f,J,84.7,178,95,14.51,3.2,11.3,1.8,2.48,4.28,3.43,7.71,14.85,,41.9,1.93,,14.85,7,
414,NK1,3,f,J,60.1,166,96,15.17,3.09,12.08,1.56,2.41,3.97,3.36,7.46,11.78,10.02,44.7,1.45,,16.05,9,
415,NK2,2,f,J,52.7,173.9,86.8,15.32,2.94,12.39,,,4.42,3.72,8.14,11.24,,44.7,2.01,,,,4
417,NK2,0,f,J,43.9,160.5,83,14.5,1.75,12.75,1.6,2.4,4,3.37,7.38,11.14,9.33,49.24,1.97,2360,14.98,13,13
419,NK2,2,f,J,57.6,170.6,89.9,15.5,3.11,12.4,,,4.41,3.58,7.99,12.75,,40.8,2.07,,,,15
421,NK2,0,f,J,56.3,168,83,14.56,2.13,12.43,1.84,2.57,4.41,3.73,7.95,10.92,9.48,42.4,1.52,2370,15.56,,
422,LK,0,f,J,52.45,170,87,14.28,2.23,12.05,1.83,2.53,4.36,3.64,8,10.4,7.95,48.1,1.64,2210,13.9,7,2
426,LK,0,m,J,51.5,182,90.5,16.24,1.79,14.45,1.59,2.38,3.97,3.49,7.47,12.53,10.83,49.17,2.5,2680,18.55,32,
427,LK,0,f,J,67.6,172,85,15,2.66,12.34,1.75,2.53,4.28,3.59,7.89,14.35,9.07,38.4,1.33,2530,15,2,
429,LK,0,m,J,71.1,194.5,98,15.79,2.79,12.99,1.67,2.47,4.14,3.55,7.69,12.9,9.44,50.5,1.93,2630,16.31,15,
432,NK2,2,f,J,55.7,175.9,91.5,15.79,3.55,12.24,,,4.27,3.47,7.74,12.98,,43.3,1.54,,,,8
437,LK,0,m,J,61.1,182,92,14.77,1.37,13.4,1.71,2.34,4.05,3.31,7.36,11.45,9.14,48.5,1.65,2780,15.83,6,
438,LK,0,f,J,59.9,176,91.5,14.14,2.63,11.51,1.88,2.52,4.44,3.7,8.14,12.27,8.53,38.7,1.94,,13.84,14,5
442,LK,0,f,J,53.4,160,80,15.65,2.24,13.41,1.8,2.5,4.31,3.57,7.88,11.63,9.06,39.5,1.92,2460,15.2,8,
445,NK2,0,m,J,61.2,177,90,14,0.74,13.26,1.72,2.47,4.29,3.56,7.85,12.24,8.94,49,2.08,2640,14.39,22,16
447,LK,0,m,J,60.8,180,92,14.05,1,13.05,1.84,2.56,4.4,3.67,8.07,12.1,,52.7,1.57,2460,15.8,,
448,LK,0,f,J,59.9,177,82,15.52,2.9,12.62,1.85,2.54,4.39,3.63,8.02,13.4,,40,1.29,2375,14.74,2,
449,LK,0,m,J,78.5,190.5,99,16.65,3.52,13.13,1.71,2.28,3.99,3.22,7.23,15.52,10.15,52.5,2.17,2700,17.1,20,
450,LK,0,f,J,64.9,167,88,14.57,2.43,12.14,1.98,3,4.99,4.34,9.33,9.15,7.28,33.9,1.62,2400,12.8,4,11
452,LK,0,m,J,53,170,86,13.72,0.03,13.69,,,,3.49,,11.63,7.27,,,,15.62,12,
455,NK1,3,f,J,63.9,177,93.5,16.83,4.29,12.53,,,,,,13.3,9.23,,,1870,16.6,1,
457,LK,0,f,J,55.1,171,88,14.42,2.41,12.01,1.71,2.6,4.31,3.73,8.08,11.12,7.78,35.16,1.29,2575,13.98,5,6
458,LK,0,f,J,59.5,163.2,86.9,14.85,2.36,12.49,1.78,2.62,4.4,3.79,8.29,10.88,7.99,36,1.57,,13.96,,
461,LK,0,m,J,69.8,179.5,92,15.37,1.8,13.57,1.73,2.51,4.32,3.55,7.87,13.81,8.91,48,1.48,3200,16.04,30,15
463,LK,0,f,J,50.4,162,86,13.79,1.63,12.15,1.75,2.61,4.36,3.83,8.2,10.96,7.63,42.48,1.22,,13.51,3,8
464,LK,0,f,J,55.8,164.5,83.5,14.85,2.19,12.66,1.73,2.65,4.38,3.85,8.27,10.79,8.09,37.6,1.17,2425,13.46,16,
467,LK,0,f,J,50.1,165,84,14.18,1.84,12.34,1.86,2.71,4.57,3.98,8.55,9.49,7.56,34.3,1.49,2420,13.38,10,3
470,LK,0,f,J,54,167.5,88.5,14.93,2.59,12.34,,,5.09,3.68,8.77,12.6,6.8,,1.93,2550,14.45,,
472,NK1,3,f,J,47.7,160.2,85,15.48,2.4,13.08,,,4.31,3.73,8.04,12.34,,44.1,2.61,,,,22
475,LK,0,m,J,76.7,190,98,16.1,3.05,13.05,1.61,2.43,4.04,3.45,7.49,14.2,9.7,59.4,2.88,2620,16.71,,13
478,NK1,3,m,J,65.6,178.8,93.9,15.71,2.19,13.52,1.65,2.47,4.01,3.32,7.33,13.81,9.88,44,2.66,,18.08,18,
479,LK,0,f,J,57,168.5,85,15.16,2.58,12.58,1.78,2.78,4.56,4.04,8.6,11.89,8.87,41.5,2.1,2550,15.93,5,
480,LK,0,f,J,56.9,165,87,15.28,2.63,12.65,1.84,2.6,4.44,3.73,8.17,11.6,9.21,44,2.36,,15.28,,4
481,LK,0,f,J,52.9,169,87,14.19,2.15,12.04,1.77,2.66,4.44,3.87,8.31,10.45,8.8,43.7,1.93,2450,15.1,2,
482,LK,1,m,J,83.5,192,100,17.24,4.05,13.18,1.77,2.43,4.2,3.47,7.67,16,9.8,56.7,2.11,,16.01,15,10
485,LK,0,f,J,43,154,77,14.75,1.34,13.42,1.96,3.08,5.04,4.64,9.7,6.87,5.55,25.4,0.69,3180,11.15,8,
487,NK1,3,m,J,62.5,183,93,14.67,1.47,13.21,,,,,7.52,12.87,8.07,,2.07,,16.93,9,
488,NK1,3,f,J,43.6,155,82,14.99,1.77,13.23,1.88,2.53,4.41,3.79,8.2,10.65,6.73,43.61,1.82,2500,14.26,12,13
489,LK,0,m,J,75.2,195,96.5,15.52,2.49,13.03,1.84,2.52,4.36,3.46,7.84,12.35,9.33,42.8,1.46,2950,16.41,,17
492,LK,0,f,J,56.2,175,86,13.97,2.2,11.77,1.69,2.64,4.33,3.84,8.17,11.47,8.11,38.21,2,2570,13.42,8,3
496,NK1,3,m,J,64.2,182,91.7,15.66,1.82,13.83,1.68,2.37,4.06,3.33,7.41,13.56,10.25,51.5,2.51,3150,18.32,44,
497,LK,0,m,J,64,187,100,16.15,3.22,12.93,1.65,2.3,3.96,3.18,7.15,13.48,10.88,51.6,2.29,2900,18.63,18,
500,NK1,3,f,J,63.4,177,96,15.25,3.54,11.71,1.82,2.61,4.43,3.69,8.12,12.85,9.65,38.2,2.13,2380,15.4,7,
