ID,SQ,SG,sex,group,BM,BH,SH,CA,dAPHV,APHV,0-10m,10-30m,0-30m,30-60m,0-60m,FOST,TH,CMJ,DJ,12MR,FJT,SUs,SUb
503,NK2,0,m,J,60,174,91,14.4,1.07,13.33,1.78,2.69,4.47,3.93,8.4,11.45,8.45,47.9,2.07,2600,14.03,,15.5
505,LK,0,f,J,57.4,167,91,15.1,2.81,12.28,1.89,2.65,4.54,3.89,8.43,10.86,8.5,39.8,1.64,2150,15.15,6,6
507,NK2,0,f,J,58.5,179.4,91.2,15.45,3.47,11.98,1.85,2.52,4.39,3.66,8.05,11.39,,44.7,1.75,,16.17,3,
510,LK,0,m,J,58,171,89,14.64,0.92,13.71,1.73,2.41,4.15,3.27,7.43,14.1,9.4,47,1.2,2840,15.98,12,10
511,LK,0,m,J,57.7,172,89,13.91,0.54,13.36,1.76,2.46,4.22,3.46,7.68,10.47,8.64,44.9,1.85,2850,15.87,6,4
514,NK2,0,m,J,87.1,197,101,15.57,3.27,12.31,1.62,2.3,3.92,3.2,7.13,18.05,10.23,54.7,1.31,2950,17.72,15,
524,LK,0,m,J,70.4,186,94,15.58,2.16,13.42,1.71,2.37,4.08,3.36,7.44,13.83,10.12,53.6,1.67,3010,16.64,12,4
525,LK,0,f,J,56.3,168,85,13.94,1.91,12.03,1.85,2.85,4.71,4.27,8.98,10.48,7.17,31.9,1.42,1860,12.62,10,1
526,LK,0,m,J,72.8,202,100,14.48,2.35,12.14,1.7,2.55,4.25,3.65,7.9,11.51,8.63,45.5,1.43,3010,16.46,3,
529,LK,0,f,J,54.9,163,85,14.96,2.27,12.69,1.82,2.53,4.36,3.59,7.95,12.1,9.38,43.9,2.72,,15.81,23,
533,LK,0,f,J,54.1,165,88,15.29,2.67,12.62,1.7,2.52,4.22,3.53,7.76,11.91,9.34,34,1.77,2650,16.04,8,
534,NK2,0,m,J,72.8,185,96,15.66,2.51,13.15,1.62,2.36,3.98,3.3,7.32,13.79,10.68,49.46,2.49,2660,17,8,
537,LK,0,f,J,56.8,164.5,87,14.36,2.13,12.23,1.78,2.58,4.36,3.72,8.08,11.65,8.6,35.7,2.08,2680,14.54,8,
539,LK,0,m,J,74,184,95,16.79,3,13.79,,,,,,14.4,9.05,,,2520,15,22,
542,NK2,0,f,J,58.2,173,90,13.97,2.35,11.62,1.89,2.81,4.71,4.06,8.77,10.95,7.37,40.5,1.43,2180,14.22,6,10
544,NK1,3,f,J,48.2,164,86,14.12,1.86,12.27,1.89,2.75,4.64,3.92,8.56,10.5,7.64,37,1.91,2500,13.56,3,15
545,LK,0,f,J,53.3,173,89,14.28,2.44,11.84,1.82,2.67,4.5,3.88,8.39,10.56,8.64,39,1.48,2590,14.89,3,
547,NK2,0,f,J,71.7,175,91,15.04,3.12,11.92,1.97,2.61,4.58,3.76,8.34,13.61,8.09,41.5,1.66,2560,14.71,21,10
557,NK1,3,f,J,61.6,169.3,87.1,15.72,3.04,12.68,,,4.22,3.54,7.76,,6.59,42.1,1.48,,,,
562,LK,0,f,J,50,167,90,14.57,2.42,12.15,1.86,2.63,4.49,3.81,8.3,11.25,9.13,35.7,1.8,2900,15.4,15,
563,LK,0,f,J,64.8,174,85,14.57,2.49,12.08,1.75,2.54,4.29,3.53,7.82,13.42,7.28,,,2550,14.71,,
567,LK,0,m,J,87.5,188,96,14,1.78,12.22,1.73,2.68,4.41,3.71,8.17,14.19,7.69,39.7,1.08,1770,13.92,2,
568,LK,0,m,J,67.7,185,97,15.48,2.48,12.99,1.6,2.36,3.96,3.32,7.28,13.7,10.08,52.4,2.18,2860,16.9,,11
569,NK2,0,f,J,52.8,169.4,88.6,15.73,3.1,12.63,1.77,2.55,4.33,3.74,8.07,11.83,,49,2.16,,,6,
570,NK2,0,m,J,56.4,173,91,13.78,0.7,13.08,,,,3.6,,12.55,6.51,,,,14.62,9,
572,NK1,3,m,J,48.2,165,86,14.33,0.28,14.05,1.82,2.6,4.42,3.74,8.16,8.95,8.38,39,1.69,2800,15.09,3,10
574,LK,0,m,J,72.2,182,94,15.19,1.99,13.19,1.64,2.32,3.97,3.16,7.13,13.85,10.88,54.1,1.95,,16.66,8,1
575,NK2,0,f,J,50.8,163,86,13.98,1.77,12.21,1.9,2.45,4.35,3.56,7.91,12.2,6.9,41.81,1.87,2780,14.05,,24
576,LK,0,f,J,50.8,172,89,14.27,2.38,11.89,1.76,2.55,4.35,3.66,8.01,10.61,7.98,28.3,1.21,2410,14.45,5,
578,LK,0,m,J,55.9,174,88.4,13.86,0.42,13.44,,,,3.54,,10.75,6.99,,,,15.24,1,
579,LK,1,f,J,49.2,165.6,87.2,16.67,3.38,13.29,1.89,2.75,4.64,3.93,8.6,10.68,6.07,,1.88,,12.2,,10
580,LK,0,f,J,50.9,159,85,14.11,1.67,12.45,1.83,2.62,4.45,3.71,8.16,11,8.81,35,1.14,2600,14.98,11,
581,LK,0,f,J,48.1,168.5,88.5,13.92,2.02,11.9,1.71,2.54,4.25,3.71,7.96,9.55,8.74,40.3,1.88,2460,14.03,,10
585,NK2,2,m,J,73.75,192.7,97.8,15.8,2.81,12.99,,,4.18,3.48,7.66,10.57,,50.1,1.99,,,,1
586,NK2,2,m,J,65.1,174.3,90.7,15.12,1.47,13.65,,,4.2,3.4,7.6,12.86,,53.6,1.91,,,,32
588,LK,0,f,J,59.1,164.7,82,13.82,1.62,12.2,1.89,2.69,4.61,3.94,8.57,10.67,7.87,36.1,1.6,2340,14.26,,14
589,NK1,3,f,J,57.2,166.3,89.9,15.12,2.75,12.38,1.89,2.51,4.4,3.67,8.08,11.76,,39.5,1.26,,,,
590,NK1,3,f,J,60,182,92,17.99,5.08,12.91,1.85,2.51,4.36,3.56,7.92,12.4,10.35,42.7,1.25,2770,16.2,7,
591,NK1,3,m,J,56.4,180,94,14.01,1.17,12.84,1.56,2.35,3.91,3.37,7.3,13.29,9.67,43,1.28,2650,16.19,9,
595,NK2,2,m,J,69.35,187.2,96.4,15.32,2.32,12.99,,,3.95,3.27,7.22,14.41,,46.1,1.8,,,,8
596,NK1,3,f,J,52.6,175,87,13.46,1.94,11.52,,,4.3,3.56,7.86,10.37,,,1.55,2550,15.03,,
597,NK1,3,m,J,71.5,190,94,15.47,2.1,13.38,1.73,2.38,4.12,3.27,7.39,14.98,10.34,51,1.63,3120,17.45,10,
598,LK,0,f,J,47.7,163,83,14.2,1.71,12.49,1.8,2.68,4.51,3.83,8.35,10.5,7.94,40.8,1.87,2300,14.56,9,3.5
602,LK,0,m,J,56.7,175,90,13.5,0.44,13.06,1.83,2.54,4.37,3.64,8.01,11.15,8.6,43.69,1.35,2715,,,
603,LK,0,f,J,57.1,174,89,16.13,3.52,12.6,1.91,2.59,4.5,3.78,8.3,12.7,8.03,39.1,1.77,2400,14.05,5,5
605,NK2,0,f,J,62.2,169,87,13.86,2.05,11.81,1.84,2.82,4.66,4.18,8.84,10.84,7.46,38.6,1.11,2360,13.1,7,2
606,NK1,3,m,J,58.2,187,95,15.74,2.23,13.52,1.7,2.42,4.16,3.59,7.77,10.46,9.35,31,1.43,2840,15.42,11,
608,LK,0,f,J,60.7,171,93,14.27,2.62,11.65,1.68,2.53,4.24,3.67,7.93,11.45,9.38,46,1.86,2570,15.75,8,
611,NK1,3,f,J,54.2,177,91,14.41,2.77,11.65,1.82,2.66,4.48,3.78,8.26,8.93,7.84,34.4,1.84,2220,14.16,5,
614,LK,0,f,J,49.8,165,86,14.94,2.35,12.59,1.74,2.41,4.15,3.51,7.66,12,7.02,45.35,2.47,2750,15.2,,12
616,LK,0,f,J,53.8,170,93,14,2.38,11.62,1.76,2.64,4.4,3.82,8.22,8.87,8.42,31,1.6,2450,14.61,12,
617,LK,0,f,J,63.7,171,92,17.34,4.25,13.09,1.83,2.64,4.47,3.87,8.34,12.54,9.28,46.5,1.65,1600,16.18,10,
618,NK2,0,f,J,59.7,173.7,90.5,13.78,2.3,11.47,2.06,2.57,4.63,3.74,8.37,11.95,8.68,42,1.32,2700,13.34,12,
620,LK,0,f,J,57,173,87,13.8,2.1,11.7,,,,3.9,,10.89,6.47,,,,14.25,5,
622,LK,0,f,J,55.5,172,89,13.53,2,11.52,1.88,2.76,4.66,4.09,8.77,10.41,8.22,32.4,1.17,2785,14.07,3,
625,LK,0,f,J,59.8,181,94,15.46,3.7,11.77,1.74,2.63,4.37,3.81,8.18,13.12,9.17,36,1.48,,,3,
626,LK,0,m,J,69.3,189,93,13.98,1.17,12.81,1.69,2.5,4.19,3.55,7.74,11.97,8.63,40.7,1.44,2870,15.09,7,
629,LK,0,f,J,55.8,169,90,15.19,2.87,12.31,1.9,2.55,4.45,3.63,8.08,10.65,,39.7,1.74,1470,14.05,7,
632,NK1,3,f,J,56,171.8,91.6,15.59,3.28,12.3,,,4.37,3.77,8.14,12.55,,36.1,1.54,,,,22
635,NK1,3,m,J,53.7,170,86,16.6,1.43,15.17,1.48,2.18,3.67,3.08,6.75,12.95,10.77,63.7,2.44,2840,19.07,,19
636,LK,0,f,J,54.6,178.5,91.5,14.47,2.88,11.59,1.8,2.71,4.52,3.93,8.45,10.08,7.51,35.8,1.54,2750,14.02,9,9
639,LK,0,m,J,40.7,154,77.5,13.62,-1.14,14.76,,,,3.86,,9.53,6.3,,,,14.27,10,
640,LK,0,m,J,53.9,169,87,14.79,0.69,14.09,1.64,2.44,4.08,3.48,7.56,11.33,,45.8,1.89,2820,16.2,,10
641,NK2,0,m,J,64.4,178.5,91,15.78,1.81,13.97,1.58,2.31,3.89,3.23,7.12,13.79,10.03,57.2,1.95,2750,17.47,,20
645,LK,0,f,J,56.1,171,92,14.6,2.72,11.88,1.72,2.59,4.31,3.87,8.19,11.19,9.26,33,1.54,2050,16.23,2,
650,LK,0,m,J,67,175,92,16.61,2.45,14.17,1.74,2.43,4.21,3.42,7.63,13.07,8.78,52.1,1.43,2270,15.9,6,10
651,LK,1,f,J,62,179.4,92.2,15.05,3.31,11.74,1.83,2.72,4.55,3.99,8.54,11.97,5.62,,1.17,,12.03,,12
652,NK1,3,f,J,52.6,164,84,14,1.73,12.27,1.9,2.82,4.72,4.11,8.83,9.3,6.33,30.5,1.02,2190,12.78,1,
653,LK,0,f,J,53.1,169.5,86,14.61,2.34,12.26,1.92,2.81,4.73,4.09,8.82,9.83,8.38,37.8,2.06,2440,14.76,7,
655,LK,0,m,J,64,171,89,14.66,1.01,13.65,1.708,2.562,4.27,3.6,7.87,12.66,8.95,44,1.39,2920,15.43,,15
660,NK2,0,f,J,55.4,171.3,87,15.69,3.06,12.62,1.8,2.59,4.39,3.93,8.36,10.63,9.27,40.6,1.43,2550,15.53,5,
662,LK,0,f,J,63.6,164,84,15.47,2.57,12.9,1.7,2.6,4.3,3.74,8.04,9.95,8.07,43.9,1.56,2280,14.93,15,
663,LK,0,f,J,57.8,174,89,17.73,4.41,13.32,1.76,2.51,4.28,3.54,7.88,13.3,8.67,41.1,1.54,2425,15.41,2,
665,NK1,3,m,J,60.2,182,98,14.41,1.93,12.48,1.7,2.36,4.07,3.33,7.4,12.05,9.5,43,1.48,2820,16.49,12,
667,PK,4,f,J,58.9,174.4,89,15.06,2.95,12.11,,,4.28,3.55,7.83,12.84,,43.5,1.68,,,,1
669,LK,1,m,J,78.1,178,94,17.49,3.33,14.16,1.63,2.33,3.97,3.22,7.21,14.52,9.68,54,1.89,2330,16.49,,15.5
671,LK,0,f,J,49.2,165,84,14.07,1.77,12.3,1.94,2.64,4.58,4.02,8.6,9.51,8.45,35.9,1.6,2360,14.58,12,5
672,LK,0,f,J,49.3,166,88,15.13,2.59,12.54,1.75,2.52,4.27,3.63,7.9,11.36,8.2,41.5,1.68,2600,14.5,6,
673,PK,4,f,J,52.5,168,87,15.59,2.88,12.71,,,,,,12.5,,,,,,,
675,NK2,0,f,J,77.1,177,90,14.06,2.65,11.41,1.75,2.57,4.32,3.71,8.03,11.65,6.91,36.7,1.24,2210,13.73,,
680,LK,0,f,J,57.9,175,96,15.09,3.36,11.73,1.84,2.83,4.67,4.19,8.86,10.21,7.41,30,1.61,2450,14.56,17,
681,LK,0,m,J,58.5,185,94.5,13.68,1.07,12.61,1.81,2.65,4.46,3.87,8.33,12,9.2,46.5,1.42,2800,15.1,16,
683,NK2,2,f,J,53.5,170.3,88.4,15.7,3.11,12.59,,,4.33,3.62,7.95,12.5,,40.8,1.99,,,,10
685,PK,4,m,J,62,182,94,14.67,1.59,13.08,,,4.07,3.41,7.48,12.61,,,2.08,2875,17.52,,
686,LK,0,f,J,55.9,171,92,14.84,2.85,11.98,1.84,2.66,4.5,3.77,8.27,10.42,9.25,35.5,1.28,2780,14.3,2,
687,NK1,3,m,J,65.8,181,90,14.85,1.21,13.64,1.64,2.26,3.9,3.2,7.1,13.7,10.47,61.8,2.15,2600,18.35,6,
688,NK1,3,m,J,66.2,186.7,92.6,15.27,1.75,13.52,1.72,2.44,4.18,3.41,7.59,13.32,9.27,51,1.58,2845,16.95,5,
689,NK2,2,f,J,68,184,92.3,15.46,3.72,11.74,,,4.28,3.64,7.92,13,6.75,41.5,,,,,
690,LK,0,f,J,56,170,86,14.69,2.43,12.27,1.72,2.48,4.2,3.74,7.94,11.4,9.53,45,1.78,2720,15.93,11,
691,LK,0,m,J,64.65,193,97,15.19,2.26,12.93,1.87,2.59,4.46,3.73,8.19,11.63,8.79,39.5,1.7,2340,16.77,6,
693,NK2,2,m,J,79.7,188.3,99.5,15.34,2.87,12.46,,,4.1,3.22,7.32,16.22,,57.9,2.08,,,,14
694,LK,0,f,J,60.3,167,88,15.65,2.96,12.68,1.82,2.69,4.51,3.8,8.31,11.01,9.35,39.4,1.12,1980,15,4,
695,LK,1,m,J,69.5,179,94.6,16.11,2.55,13.56,1.7,2.28,3.99,3.16,7.19,13.94,7.73,,2.12,,16.36,,
697,LK,0,m,J,55.6,178,87,14.73,0.64,14.09,1.9,2.9,4.8,4.07,8.87,8.51,6.69,31.3,1.06,3350,14.04,4,
703,LK,0,m,J,62.9,186,92,13.82,0.9,12.93,1.64,2.38,4.02,3.37,7.39,13.26,9.1,47.7,1.01,2540,15.72,8,
705,LK,0,f,J,57.15,179,90,15.73,3.55,12.18,2.02,2.7,4.76,3.91,8.67,10.31,8.22,35.7,1.39,2280,15.08,,
706,LK,0,f,J,56.2,173,93,14.35,2.7,11.65,1.7,2.52,4.22,3.71,7.93,11.31,9.01,38,1.68,2590,15.03,6,
711,LK,0,f,J,58.2,169,93,14.43,2.62,11.81,1.84,2.76,4.63,4.01,8.65,12.15,8.95,47.9,2.08,2760,14.4,7,5.5
714,NK1,3,m,J,52.8,172.8,86.9,15.17,0.83,14.34,1.6,2.46,4.09,3.52,7.61,11.58,10.47,46.5,1.97,3050,17.97,9,
715,LK,0,f,J,53.2,167,86,14.4,2.15,12.25,1.73,2.54,4.27,3.6,7.87,11.95,8.49,46.8,1.61,2515,15.93,5,
716,NK2,2,f,J,51.3,169.5,88.1,14.99,2.65,12.33,,,4.22,3.61,7.83,12.21,,48.5,2.18,,,,6
717,NK2,2,f,J,51.5,170.3,89.1,15.35,2.94,12.41,,,4.19,3.54,7.73,11.58,,44.9,2.14,,,,12.5
722,NK1,3,f,J,75.9,187,94.5,15.73,4.1,11.63,1.85,2.72,4.58,3.9,8.52,11.36,8.28,37.5,1.52,2540,14,,1
725,LK,0,f,J,68,183,94,15.32,3.7,11.62,1.86,2.54,4.45,3.64,8.09,12.75,9.04,38.3,1.66,2550,16.32,,
730,NK1,3,f,J,58.2,173.6,89,16.03,3.46,12.57,,,4.21,3.43,7.64,13.81,,41.1,2.09,,,,8
731,NK2,0,m,J,75.7,202,104,15.75,3.63,12.11,1.73,2.29,3.88,3.19,7.11,15.64,11.57,59.7,1.67,2500,18.64,17,
736,LK,0,m,J,64.1,182.5,95.5,14.58,1.76,12.82,1.7,2.44,4.14,3.4,7.54,,9.5,48.4,2.1,3015,15.85,,
737,NK2,0,f,J,51.3,163.8,82.5,13.94,1.6,12.33,1.82,2.5,4.32,3.57,7.9,9.8,8.52,44.7,1.58,2710,13.65,,7
738,NK1,3,m,J,71.3,183,95,14.48,1.73,12.75,1.77,2.53,4.32,3.63,7.95,13.2,,41,1.41,,16.09,14,4
741,LK,0,f,J,58.7,166,87,14.28,2.15,12.13,1.84,2.65,4.49,3.75,8.24,10.6,8.05,36.3,2.01,2470,14.35,5,
745,NK1,3,f,J,52.8,163,85.9,15.39,2.53,12.85,1.7,2.5,4.2,3.58,7.78,11.3,8.06,44.6,1.36,2435,14.84,25,15
746,LK,0,f,J,46.9,164,81,15.66,2.41,13.26,1.82,2.62,4.44,3.82,8.29,10.2,7.65,39.8,2.22,2210,15.2,8,
747,LK,0,f,J,59,182,94.5,16.35,4.28,12.07,1.77,2.43,4.2,3.4,7.61,13.78,10.15,43.29,1.66,2500,15.15,11,
749,LK,0,m,J,69.1,181.5,89,13.83,0.62,13.21,1.88,2.69,4.57,3.65,8.22,13.26,6.88,,,,14.15,2,
755,NK2,0,f,J,37.3,156.5,79,13.62,0.87,12.75,1.87,2.66,4.53,3.75,8.28,9.33,6.52,,,3150,14.3,20,
756,LK,0,m,J,74.7,183,95.1,14.03,1.54,12.49,1.74,2.43,4.19,3.39,7.59,11.74,7.57,,1.45,,16.64,,2
757,LK,0,m,J,68.7,180,92,16.58,2.41,14.17,1.53,2.23,3.77,3.11,6.9,15.49,11.08,62.5,2.66,2820,18.2,,20
759,LK,0,f,J,61.7,171,92,17.21,4.19,13.03,,,,,,11,,,,,,12,
760,NK2,2,m,J,72.4,188.5,100,15.77,3.1,12.67,,,3.94,3.27,7.21,17.24,8.54,47.4,2.26,,,,
761,NK2,2,m,J,61.7,181.1,89.9,15.83,1.63,14.2,,,4.16,3.37,7.53,13.34,,52.8,2.14,,,,10.5
762,NK1,3,f,J,55.9,171,91,13.91,2.28,11.62,1.79,2.62,4.41,3.74,8.15,10.67,8.62,44,2.19,2540,15.88,,
766,LK,0,m,J,62.5,175,92,14.2,1.12,13.08,1.65,2.36,4.01,3.31,7.32,12.05,9.77,44.7,2.71,2940,16.89,8,1
769,NK1,3,f,J,53.4,174.8,92.9,15.41,3.36,12.05,,,4.37,3.46,7.83,,7.21,44.1,1.93,,,,8
770,LK,0,f,J,66.2,173,92,15.44,3.3,12.14,1.71,2.57,4.28,3.65,7.93,11.38,9.42,39.4,1.81,2540,14.37,,
771,LK,0,m,J,63.8,184,92,14.72,1.37,13.35,1.78,2.51,4.29,3.42,7.71,11.75,8.88,42.1,1.97,2900,16.15,2,
773,PK,4,m,J,58.1,174.6,92.3,15.28,1.67,13.61,,,4.05,3.15,7.2,12.83,,53.2,2.55,,,,15
777,LK,1,f,J,64.1,177,87,18.7,4.9,13.8,1.7,2.55,4.25,3.64,7.89,12.63,9.54,46.8,2.06,2590,16.25,,3
778,LK,0,f,J,43.6,163,84.5,14.57,1.95,12.62,1.936,2.904,4.84,4.2,9.04,9.05,7.2,29,1.54,2420,12.26,4,2
781,LK,0,f,J,55.9,170,90,15.56,3.12,12.45,1.86,2.61,4.51,3.71,8.26,11.4,9.15,41,1.59,2225,15.82,1,
787,LK,0,m,J,78.7,181,96,14.86,2.16,12.69,1.83,2.3,4.15,3.24,7.39,15.08,9.09,52.4,1.46,2430,15.82,12,9
792,NK2,0,m,J,65.4,181,94,15.72,2.2,13.53,1.78,2.32,4.1,3.22,7.32,14.42,9.15,40.4,2.4,2550,15.55,28,
794,NK1,3,m,J,46.4,167,86,14.37,0.27,14.1,1.848,2.772,4.62,3.98,8.6,9.64,8.52,42,1.32,2725,14.93,,17
797,LK,0,m,J,67,181,94,15.03,1.85,13.18,1.7,2.31,4.03,3.21,7.26,14.05,9.26,54.8,2.15,2710,17.25,8,1
799,NK1,3,f,J,70.2,168,85,16.73,3.41,13.32,1.73,2.45,4.18,3.62,7.8,13.85,9.49,53.2,1.88,,16.26,,
800,LK,0,m,J,66.4,188,97,16.05,2.77,13.28,1.77,2.34,4.12,3.31,7.46,13.61,10.7,47.7,1.9,2530,17.62,8,2
801,LK,0,f,J,60.6,173,92,13.78,2.36,11.42,1.81,2.48,4.53,4.15,8.68,10.09,7.45,38.3,1.37,2260,13.45,12,4
803,LK,0,m,J,59.5,178,93,16.29,2.3,13.99,,,,,,12.65,8.58,50.96,,2900,10.5,,9
804,LK,0,m,J,47,164,83.5,13.88,-0.25,14.14,1.77,2.63,4.4,3.88,8.28,8.91,9.14,43,1.81,2600,15.28,,11
805,LK,1,f,J,55.2,166,88,17.95,4.15,13.8,1.79,2.69,4.48,3.86,8.34,12.11,8.64,42.2,1.78,2450,14.7,,13.5
808,LK,1,f,J,65.4,176,90,16.7,3.98,12.73,1.73,2.59,4.32,3.66,7.98,13.7,8.52,42.4,1.84,,14.93,,
809,NK2,0,m,J,65,184,96,14.7,1.9,12.81,1.66,2.3,3.96,3.19,7.15,13.8,10.46,48,1.62,2770,18.43,14,
811,LK,0,f,J,56,169,91,14.5,2.55,11.95,1.72,2.53,4.25,3.65,7.9,10.75,8.27,39.7,1.63,2450,15.69,1,
812,NK2,2,f,J,64.1,180,95.9,15.64,3.87,11.77,,,4.57,3.91,8.48,11.09,,43.7,1.64,,,,7.5
817,NK2,2,f,J,61.1,177.2,92.5,15.07,3.25,11.82,,,4.34,3.64,7.98,13.31,,41.1,1.59,,,,15
820,NK1,3,f,J,65.3,175,89,17.28,4.19,13.09,1.74,2.39,4.13,3.41,7.55,13.95,9.66,50.2,2.11,,17.4,,
821,LK,1,m,J,52.4,176,92,15.83,1.84,13.99,,,3.99,3.43,7.42,11.05,,,1.86,2785,15.87,,
824,LK,0,m,J,75.5,172.6,92.5,15.86,2.25,13.61,1.66,2.24,3.94,3.08,7.05,15.56,9.77,50.4,1.76,,16.52,,
825,LK,1,m,J,76.8,177,93.5,16.39,2.66,13.74,1.7,2.39,4.09,3.32,7.44,13.97,8.08,,1.45,,15.49,,23
827,NK1,3,m,J,59.1,172,89,13.79,0.5,13.28,1.74,2.56,4.3,3.72,8.02,13.45,9.78,46.4,2.24,2705,14.75,20,5
836,LK,0,f,J,54,168,90,14.25,2.31,11.94,1.76,2.21,3.97,3.33,7.3,11.1,9.2,45.4,2.1,2550,15.6,,
838,LK,0,f,J,47.3,171,87,15.03,2.65,12.37,1.75,2.56,4.36,3.72,8.19,10.35,9.25,43.3,1.78,2700,15.66,,3
839,LK,0,m,J,72.1,179,90,13.89,0.82,13.07,1.63,2.27,3.93,3.12,7.05,15.12,7.26,,,2500,14.28,13,
841,NK2,0,m,J,67.2,182,91,14.2,1.03,13.17,1.64,2.41,4.05,3.39,7.44,13.84,10.06,48.7,2.18,2780,16.72,,
842,LK,0,f,J,60,186,95,17.25,5.01,12.24,1.81,2.6,4.43,3.79,8.22,11.1,9.21,43.9,1.5,1700,15.95,,
848,LK,0,f,J,60.4,180,91,13.96,2.64,11.32,1.7,2.51,4.22,3.68,7.92,12.84,9.11,37,1.09,2520,15.56,7,
849,LK,0,f,J,61,167,89,15.64,3.02,12.62,1.98,2.75,4.73,3.86,8.59,11.6,8.23,40,1.82,2050,14.3,3,2
851,LK,1,f,J,63.4,180.5,94,15.39,3.64,11.75,,,,3.84,,12.3,6.71,,1.18,,15.21,1,
853,LK,0,f,J,65.4,173,90,16.63,3.83,12.8,1.96,2.62,4.59,3.8,8.39,12.3,8.33,39.4,1.6,2350,15.1,,15
856,LK,0,f,J,59.6,172,88,14.72,2.64,12.09,1.71,2.44,4.2,3.56,7.76,11.3,,46.6,1.62,2020,13.17,9,1
857,NK2,2,m,J,82.8,184.6,96.6,15.83,2.81,13.02,,,4.29,3.24,7.53,16.04,,55.2,1.82,,,,4
859,LK,0,f,J,52,166,91,14.41,2.36,12.05,1.84,2.52,4.36,3.65,8.04,11.03,6.89,40.4,1.8,,14.92,,
860,LK,1,f,J,60,170,90,15.69,3.2,12.49,1.84,2.49,4.33,3.61,7.94,13.19,7.04,43.9,1.57,,15.05,,
861,LK,0,f,J,52.8,170,90,15.11,2.85,12.26,1.8,2.61,4.41,3.67,8.08,12.1,9.58,41.6,2.1,2100,16.14,12,
865,LK,0,m,J,65,182,95,14.97,1.91,13.05,1.69,2.25,3.94,3.08,7.02,13.17,10.67,47.58,2.74,2700,17.85,8,
868,LK,0,f,J,57.55,176.4,88,13.77,2.25,11.52,1.88,2.62,4.5,3.66,8.16,13.06,8.53,36.7,1.31,2105,13.75,5,1
871,LK,1,f,J,59.8,168,92.2,16.26,3.56,12.7,1.76,2.56,4.32,3.76,8.08,11.44,6.18,,1.35,,13.68,,20
872,NK1,3,m,J,64.7,182.9,93.6,15.67,2.09,13.57,1.67,2.24,3.91,3.19,7.12,13.67,,51.3,2.25,,19.92,15,
873,LK,0,f,J,58.3,166,98,15.53,3.38,12.14,1.76,2.51,4.27,3.58,7.85,12.36,9.04,39,1.64,2700,15.01,12,
875,LK,0,m,J,69.9,179,93,14.71,1.59,13.12,1.68,2.31,3.99,3.29,7.29,13.5,9.78,37.7,1.76,2570,17.02,,
881,LK,1,m,J,61.5,171,90,15.47,1.53,13.95,,,3.79,3.15,6.94,14.63,,,2.23,2570,17.81,,
882,NK2,2,f,J,62.2,183,92.4,16.05,4.02,12.03,,,,,,14.28,,45,1.71,,,,14.5
883,LK,0,f,J,50.2,166,88,14.09,2.02,12.07,1.91,2.62,4.53,3.69,8.22,11.19,8.25,41.7,1.57,2400,14.15,5,
884,LK,1,m,J,72.5,178,93,18.83,3.82,15.02,1.6,2.23,3.97,3.33,7.3,13.22,9.93,44.9,1.65,2600,16.8,12,13
